stateabbr,statedesc,measureid,measure,category,county_count,mean_prevalence,median_prevalence,min_prevalence,max_prevalence
CT,Connecticut,GHLTH,Fair or poor self-rated health status among adults,Health Status,9,15.48,15.9,13.2,17.7
CT,Connecticut,HEARING,Hearing disability among adults,Disability,9,5.17,5.0,4.7,5.7
CT,Connecticut,HIGHCHOL,High cholesterol among adults who have ever been screened,Health Outcomes,9,33.07,33.5,31.6,34.1
CT,Connecticut,HOUSINSECU,Housing insecurity in the past 12 months among adults,Health-Related Social Needs,9,13.0,13.1,9.9,17.6
CT,Connecticut,INDEPLIVE,Independent living disability among adults,Disability,9,6.93,7.1,5.8,7.7
CT,Connecticut,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Health-Related Social Needs,9,8.48,8.9,6.8,10.9
CT,Connecticut,LONELINESS,Loneliness among adults,Health-Related Social Needs,9,33.71,33.5,31.0,36.3
CT,Connecticut,LPA,No leisure-time physical activity among adults,Health Risk Behaviors,9,23.92,23.5,20.5,27.3
CT,Connecticut,MAMMOUSE,Mammography use among women aged 50-74 years,Prevention,9,78.56,78.7,77.0,80.6
CT,Connecticut,MHLTH,Frequent mental distress among adults,Health Status,9,16.98,17.2,14.9,18.5
CT,Connecticut,MOBILITY,Mobility disability among adults,Disability,9,9.71,10.0,8.2,10.5
CT,Connecticut,OBESITY,Obesity among adults,Health Outcomes,9,30.61,30.7,25.6,33.9
CT,Connecticut,PHLTH,Frequent physical distress among adults,Health Status,9,11.83,12.0,10.5,12.7
CT,Connecticut,SELFCARE,Self-care disability among adults,Disability,9,3.1,3.2,2.6,3.9
CT,Connecticut,SHUTUTILITY,Utility services shut-off threat in the past 12 months among adults,Health-Related Social Needs,9,8.71,8.9,6.7,11.6
CT,Connecticut,SLEEP,Short sleep duration among adults,Health Risk Behaviors,9,36.56,37.4,33.4,38.5
CT,Connecticut,STROKE,Stroke among adults,Health Outcomes,9,2.69,2.8,2.4,3.0
CT,Connecticut,TEETHLOST,All teeth lost among adults aged >=65 years,Health Outcomes,9,10.09,10.7,8.0,11.4
CT,Connecticut,VISION,Vision disability among adults,Disability,9,4.41,4.6,3.5,5.7
DC,District of Columbia,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Prevention,1,6.2,6.2,6.2,6.2
DC,District of Columbia,ARTHRITIS,Arthritis among adults,Health Outcomes,1,18.7,18.7,18.7,18.7
DC,District of Columbia,BINGE,Binge drinking among adults,Health Risk Behaviors,1,22.5,22.5,22.5,22.5
DC,District of Columbia,BPHIGH,High blood pressure among adults,Health Outcomes,1,30.3,30.3,30.3,30.3
DC,District of Columbia,BPMED,Taking medicine to control high blood pressure among adults with high blood pressure,Prevention,1,57.2,57.2,57.2,57.2
DC,District of Columbia,CANCER,Cancer (non-skin) or melanoma among adults,Health Outcomes,1,6.0,6.0,6.0,6.0
DC,District of Columbia,CASTHMA,Current asthma among adults,Health Outcomes,1,10.2,10.2,10.2,10.2
DC,District of Columbia,CHD,Coronary heart disease among adults,Health Outcomes,1,4.1,4.1,4.1,4.1
DC,District of Columbia,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Prevention,1,77.0,77.0,77.0,77.0
DC,District of Columbia,CHOLSCREEN,Cholesterol screening among adults,Prevention,1,90.2,90.2,90.2,90.2
DC,District of Columbia,COGNITION,Cognitive disability among adults,Disability,1,11.6,11.6,11.6,11.6
DC,District of Columbia,COLON_SCREEN,Colorectal cancer screening among adults aged 45–75 years,Prevention,1,66.0,66.0,66.0,66.0
DC,District of Columbia,COPD,Chronic obstructive pulmonary disease among adults,Health Outcomes,1,4.2,4.2,4.2,4.2
DC,District of Columbia,CSMOKING,Current cigarette smoking among adults,Health Risk Behaviors,1,9.5,9.5,9.5,9.5
DC,District of Columbia,DENTAL,Visited dentist or dental clinic in the past year among adults,Prevention,1,69.3,69.3,69.3,69.3
DC,District of Columbia,DEPRESSION,Depression among adults,Health Outcomes,1,21.0,21.0,21.0,21.0
DC,District of Columbia,DIABETES,Diagnosed diabetes among adults,Health Outcomes,1,8.5,8.5,8.5,8.5
DC,District of Columbia,DISABILITY,Any disability among adults,Disability,1,22.0,22.0,22.0,22.0
DC,District of Columbia,EMOTIONSPT,Lack of social and emotional support among adults,Health-Related Social Needs,1,22.7,22.7,22.7,22.7
DC,District of Columbia,FOODINSECU,Food insecurity in the past 12 months among adults,Health-Related Social Needs,1,13.8,13.8,13.8,13.8
DC,District of Columbia,FOODSTAMP,Received food stamps in the past 12 months among adults,Health-Related Social Needs,1,12.8,12.8,12.8,12.8
DC,District of Columbia,GHLTH,Fair or poor self-rated health status among adults,Health Status,1,13.5,13.5,13.5,13.5
DC,District of Columbia,HEARING,Hearing disability among adults,Disability,1,4.1,4.1,4.1,4.1
DC,District of Columbia,HIGHCHOL,High cholesterol among adults who have ever been screened,Health Outcomes,1,33.3,33.3,33.3,33.3
DC,District of Columbia,HOUSINSECU,Housing insecurity in the past 12 months among adults,Health-Related Social Needs,1,12.0,12.0,12.0,12.0
DC,District of Columbia,INDEPLIVE,Independent living disability among adults,Disability,1,6.5,6.5,6.5,6.5
DC,District of Columbia,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Health-Related Social Needs,1,7.8,7.8,7.8,7.8
DC,District of Columbia,LONELINESS,Loneliness among adults,Health-Related Social Needs,1,36.2,36.2,36.2,36.2
DC,District of Columbia,LPA,No leisure-time physical activity among adults,Health Risk Behaviors,1,15.3,15.3,15.3,15.3
DC,District of Columbia,MAMMOUSE,Mammography use among women aged 50-74 years,Prevention,1,77.0,77.0,77.0,77.0
DC,District of Columbia,MHLTH,Frequent mental distress among adults,Health Status,1,13.7,13.7,13.7,13.7
DC,District of Columbia,MOBILITY,Mobility disability among adults,Disability,1,9.9,9.9,9.9,9.9
DC,District of Columbia,OBESITY,Obesity among adults,Health Outcomes,1,25.1,25.1,25.1,25.1
DC,District of Columbia,PHLTH,Frequent physical distress among adults,Health Status,1,9.6,9.6,9.6,9.6
DC,District of Columbia,SELFCARE,Self-care disability among adults,Disability,1,3.2,3.2,3.2,3.2
DC,District of Columbia,SHUTUTILITY,Utility services shut-off threat in the past 12 months among adults,Health-Related Social Needs,1,7.8,7.8,7.8,7.8
DC,District of Columbia,SLEEP,Short sleep duration among adults,Health Risk Behaviors,1,32.8,32.8,32.8,32.8
DC,District of Columbia,STROKE,Stroke among adults,Health Outcomes,1,3.0,3.0,3.0,3.0
DC,District of Columbia,TEETHLOST,All teeth lost among adults aged >=65 years,Health Outcomes,1,7.3,7.3,7.3,7.3
DC,District of Columbia,VISION,Vision disability among adults,Disability,1,4.3,4.3,4.3,4.3
DE,Delaware,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Prevention,3,9.73,9.8,8.9,10.5
DE,Delaware,ARTHRITIS,Arthritis among adults,Health Outcomes,3,23.87,23.7,22.4,25.5
DE,Delaware,BINGE,Binge drinking among adults,Health Risk Behaviors,3,15.77,16.3,14.1,16.9
DE,Delaware,BPHIGH,High blood pressure among adults,Health Outcomes,3,33.63,32.8,32.1,36.0
DE,Delaware,BPMED,Taking medicine to control high blood pressure among adults with high blood pressure,Prevention,3,59.3,60.1,57.3,60.5
DE,Delaware,CANCER,Cancer (non-skin) or melanoma among adults,Health Outcomes,3,7.03,6.9,6.9,7.3
DE,Delaware,CASTHMA,Current asthma among adults,Health Outcomes,3,11.23,10.7,10.4,12.6
DE,Delaware,CHD,Coronary heart disease among adults,Health Outcomes,3,5.37,5.5,5.0,5.6
DE,Delaware,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Prevention,3,79.0,78.6,77.6,80.8
DE,Delaware,CHOLSCREEN,Cholesterol screening among adults,Prevention,3,85.57,85.3,85.2,86.2
DE,Delaware,COGNITION,Cognitive disability among adults,Disability,3,14.1,13.8,13.4,15.1
DE,Delaware,COLON_SCREEN,Colorectal cancer screening among adults aged 45–75 years,Prevention,3,59.57,60.7,57.1,60.9
DE,Delaware,COPD,Chronic obstructive pulmonary disease among adults,Health Outcomes,3,6.07,6.3,5.3,6.6
DE,Delaware,CSMOKING,Current cigarette smoking among adults,Health Risk Behaviors,3,13.47,14.0,11.8,14.6
DE,Delaware,DENTAL,Visited dentist or dental clinic in the past year among adults,Prevention,3,61.6,61.9,60.6,62.3
DE,Delaware,DEPRESSION,Depression among adults,Health Outcomes,3,22.4,22.4,21.5,23.3
DE,Delaware,DIABETES,Diagnosed diabetes among adults,Health Outcomes,3,10.97,10.7,9.8,12.4
DE,Delaware,DISABILITY,Any disability among adults,Disability,3,29.47,27.8,27.5,33.1
DE,Delaware,EMOTIONSPT,Lack of social and emotional support among adults,Health-Related Social Needs,3,22.53,22.9,21.1,23.6
DE,Delaware,FOODINSECU,Food insecurity in the past 12 months among adults,Health-Related Social Needs,3,15.23,14.6,14.5,16.6
DE,Delaware,FOODSTAMP,Received food stamps in the past 12 months among adults,Health-Related Social Needs,3,12.93,11.9,11.8,15.1
DE,Delaware,GHLTH,Fair or poor self-rated health status among adults,Health Status,3,18.23,17.7,16.8,20.2
DE,Delaware,HEARING,Hearing disability among adults,Disability,3,5.6,5.8,5.0,6.0
DE,Delaware,HIGHCHOL,High cholesterol among adults who have ever been screened,Health Outcomes,3,35.27,34.4,34.0,37.4
DE,Delaware,HOUSINSECU,Housing insecurity in the past 12 months among adults,Health-Related Social Needs,3,13.3,12.9,11.9,15.1
DE,Delaware,INDEPLIVE,Independent living disability among adults,Disability,3,7.93,7.8,7.3,8.7
DE,Delaware,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Health-Related Social Needs,3,8.4,8.3,7.8,9.1
DE,Delaware,LONELINESS,Loneliness among adults,Health-Related Social Needs,3,33.53,32.8,32.0,35.8
DE,Delaware,LPA,No leisure-time physical activity among adults,Health Risk Behaviors,3,26.9,25.2,24.8,30.7
DE,Delaware,MAMMOUSE,Mammography use among women aged 50-74 years,Prevention,3,77.17,78.1,73.0,80.4
DE,Delaware,MHLTH,Frequent mental distress among adults,Health Status,3,17.17,16.5,16.3,18.7
DE,Delaware,MOBILITY,Mobility disability among adults,Disability,3,12.6,11.8,11.6,14.4
DE,Delaware,OBESITY,Obesity among adults,Health Outcomes,3,37.17,34.2,33.4,43.9
DE,Delaware,PHLTH,Frequent physical distress among adults,Health Status,3,12.67,12.7,11.6,13.7
DE,Delaware,SELFCARE,Self-care disability among adults,Disability,3,3.4,3.3,3.2,3.7
DE,Delaware,SHUTUTILITY,Utility services shut-off threat in the past 12 months among adults,Health-Related Social Needs,3,8.47,8.2,7.8,9.4
DE,Delaware,SLEEP,Short sleep duration among adults,Health Risk Behaviors,3,37.57,36.5,35.3,40.9
DE,Delaware,STROKE,Stroke among adults,Health Outcomes,3,3.03,2.9,2.9,3.3
DE,Delaware,TEETHLOST,All teeth lost among adults aged >=65 years,Health Outcomes,3,13.63,13.1,13.1,14.7
DE,Delaware,VISION,Vision disability among adults,Disability,3,4.67,4.5,4.4,5.1
FL,Florida,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Prevention,67,16.17,15.6,9.6,31.9
FL,Florida,ARTHRITIS,Arthritis among adults,Health Outcomes,67,23.42,23.4,18.0,26.8
FL,Florida,BINGE,Binge drinking among adults,Health Risk Behaviors,67,17.0,17.0,13.2,20.1
FL,Florida,BPHIGH,High blood pressure among adults,Health Outcomes,67,33.22,32.9,26.7,39.6
FL,Florida,BPMED,Taking medicine to control high blood pressure among adults with high blood pressure,Prevention,67,58.54,58.3,56.4,64.3
FL,Florida,CANCER,Cancer (non-skin) or melanoma among adults,Health Outcomes,67,7.22,7.4,5.1,8.0
FL,Florida,CASTHMA,Current asthma among adults,Health Outcomes,67,9.93,10.0,8.6,11.2
FL,Florida,CHD,Coronary heart disease among adults,Health Outcomes,67,6.21,5.9,4.8,7.9
FL,Florida,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Prevention,67,75.06,74.9,72.7,77.9
FL,Florida,CHOLSCREEN,Cholesterol screening among adults,Prevention,67,83.04,83.6,79.4,86.2
FL,Florida,COGNITION,Cognitive disability among adults,Disability,67,16.05,15.7,11.9,20.6
FL,Florida,COLON_SCREEN,Colorectal cancer screening among adults aged 45–75 years,Prevention,67,58.76,58.8,51.5,67.2
FL,Florida,COPD,Chronic obstructive pulmonary disease among adults,Health Outcomes,67,7.13,6.7,4.7,10.1
FL,Florida,CSMOKING,Current cigarette smoking among adults,Health Risk Behaviors,67,15.52,14.8,10.1,21.7
FL,Florida,DENTAL,Visited dentist or dental clinic in the past year among adults,Prevention,67,53.52,54.6,42.4,67.0
FL,Florida,DEPRESSION,Depression among adults,Health Outcomes,67,19.34,19.7,14.0,21.8
FL,Florida,DIABETES,Diagnosed diabetes among adults,Health Outcomes,67,11.43,11.2,8.2,16.1
FL,Florida,DISABILITY,Any disability among adults,Disability,67,31.73,31.4,22.9,40.5
FL,Florida,GHLTH,Fair or poor self-rated health status among adults,Health Status,67,20.75,19.6,13.3,30.9
FL,Florida,HEARING,Hearing disability among adults,Disability,67,6.6,6.4,5.3,8.3
FL,Florida,HIGHCHOL,High cholesterol among adults who have ever been screened,Health Outcomes,67,33.54,33.5,30.7,37.4
FL,Florida,INDEPLIVE,Independent living disability among adults,Disability,67,8.81,8.4,6.0,12.4
FL,Florida,LPA,No leisure-time physical activity among adults,Health Risk Behaviors,67,26.22,25.5,17.1,37.9
FL,Florida,MAMMOUSE,Mammography use among women aged 50-74 years,Prevention,67,73.06,73.7,63.2,78.2
FL,Florida,MHLTH,Frequent mental distress among adults,Health Status,67,18.76,18.7,15.2,21.7
FL,Florida,MOBILITY,Mobility disability among adults,Disability,67,13.66,13.1,9.3,19.0
FL,Florida,OBESITY,Obesity among adults,Health Outcomes,67,34.82,34.5,25.5,44.5
FL,Florida,PHLTH,Frequent physical distress among adults,Health Status,67,14.29,13.9,11.1,18.2
FL,Florida,SELFCARE,Self-care disability among adults,Disability,67,4.02,3.7,2.4,6.4
FL,Florida,SLEEP,Short sleep duration among adults,Health Risk Behaviors,67,39.39,39.5,31.3,45.2
FL,Florida,STROKE,Stroke among adults,Health Outcomes,67,3.31,3.2,2.4,4.7
FL,Florida,TEETHLOST,All teeth lost among adults aged >=65 years,Health Outcomes,67,15.25,14.2,7.3,26.0
FL,Florida,VISION,Vision disability among adults,Disability,67,5.86,5.5,3.5,9.9
GA,Georgia,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Prevention,159,15.26,15.0,8.1,26.7
GA,Georgia,ARTHRITIS,Arthritis among adults,Health Outcomes,159,24.85,25.1,18.5,28.7
GA,Georgia,BINGE,Binge drinking among adults,Health Risk Behaviors,159,15.26,15.2,11.8,18.5
GA,Georgia,BPHIGH,High blood pressure among adults,Health Outcomes,159,37.68,37.9,27.9,46.7
GA,Georgia,BPMED,Taking medicine to control high blood pressure among adults with high blood pressure,Prevention,159,62.15,62.4,57.5,66.9
GA,Georgia,CANCER,Cancer (non-skin) or melanoma among adults,Health Outcomes,159,6.54,6.6,4.8,7.7
GA,Georgia,CASTHMA,Current asthma among adults,Health Outcomes,159,10.62,10.7,8.4,12.3
GA,Georgia,CHD,Coronary heart disease among adults,Health Outcomes,159,6.28,6.3,4.2,8.1
GA,Georgia,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Prevention,159,76.83,76.8,73.9,80.8
GA,Georgia,CHOLSCREEN,Cholesterol screening among adults,Prevention,159,83.98,83.7,80.3,88.2
GA,Georgia,COGNITION,Cognitive disability among adults,Disability,159,17.14,17.6,10.4,21.6
GA,Georgia,COLON_SCREEN,Colorectal cancer screening among adults aged 45–75 years,Prevention,159,57.77,57.7,50.5,65.7
GA,Georgia,COPD,Chronic obstructive pulmonary disease among adults,Health Outcomes,159,7.49,7.7,3.8,10.5
GA,Georgia,CSMOKING,Current cigarette smoking among adults,Health Risk Behaviors,159,17.38,17.8,8.8,23.3
GA,Georgia,DENTAL,Visited dentist or dental clinic in the past year among adults,Prevention,159,53.79,53.2,38.0,69.7
GA,Georgia,DEPRESSION,Depression among adults,Health Outcomes,159,21.14,21.2,15.7,25.0
GA,Georgia,DIABETES,Diagnosed diabetes among adults,Health Outcomes,159,13.32,13.4,8.3,18.9
GA,Georgia,DISABILITY,Any disability among adults,Disability,159,33.22,33.7,20.7,41.2
GA,Georgia,EMOTIONSPT,Lack of social and emotional support among adults,Health-Related Social Needs,159,25.91,26.0,19.9,33.2
GA,Georgia,FOODINSECU,Food insecurity in the past 12 months among adults,Health-Related Social Needs,159,21.87,21.9,7.9,37.3
GA,Georgia,FOODSTAMP,Received food stamps in the past 12 months among adults,Health-Related Social Needs,159,18.88,19.1,5.1,38.1
GA,Georgia,GHLTH,Fair or poor self-rated health status among adults,Health Status,159,23.28,23.5,12.4,32.4
GA,Georgia,HEARING,Hearing disability among adults,Disability,159,6.63,6.7,4.7,8.5
GA,Georgia,HIGHCHOL,High cholesterol among adults who have ever been screened,Health Outcomes,159,33.89,33.9,31.6,35.5
GA,Georgia,HOUSINSECU,Housing insecurity in the past 12 months among adults,Health-Related Social Needs,159,17.86,18.0,7.7,28.9
GA,Georgia,INDEPLIVE,Independent living disability among adults,Disability,159,10.4,10.6,5.3,15.2
GA,Georgia,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Health-Related Social Needs,159,11.54,11.6,5.1,19.3
GA,Georgia,LONELINESS,Loneliness among adults,Health-Related Social Needs,159,38.64,38.8,33.8,43.4
GA,Georgia,LPA,No leisure-time physical activity among adults,Health Risk Behaviors,159,30.1,30.5,17.3,40.2
GA,Georgia,MAMMOUSE,Mammography use among women aged 50-74 years,Prevention,159,73.57,73.4,66.8,80.7
GA,Georgia,MHLTH,Frequent mental distress among adults,Health Status,159,19.35,19.6,13.7,22.1
GA,Georgia,MOBILITY,Mobility disability among adults,Disability,159,15.22,15.3,8.3,22.0
GA,Georgia,OBESITY,Obesity among adults,Health Outcomes,159,38.62,39.1,26.8,46.5
GA,Georgia,PHLTH,Frequent physical distress among adults,Health Status,159,14.98,15.2,9.8,18.9
GA,Georgia,SELFCARE,Self-care disability among adults,Disability,159,4.81,4.8,2.2,8.1
GA,Georgia,SHUTUTILITY,Utility services shut-off threat in the past 12 months among adults,Health-Related Social Needs,159,11.89,12.0,4.4,22.2
GA,Georgia,SLEEP,Short sleep duration among adults,Health Risk Behaviors,159,39.72,39.7,29.3,48.1
GA,Georgia,STROKE,Stroke among adults,Health Outcomes,159,3.78,3.8,2.2,5.5
GA,Georgia,TEETHLOST,All teeth lost among adults aged >=65 years,Health Outcomes,159,19.2,18.9,4.3,37.2
GA,Georgia,VISION,Vision disability among adults,Disability,159,6.45,6.4,3.0,10.5
HI,Hawaii,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Prevention,5,7.5,6.7,5.3,11.8
HI,Hawaii,ARTHRITIS,Arthritis among adults,Health Outcomes,5,20.2,20.3,18.8,21.4
HI,Hawaii,BINGE,Binge drinking among adults,Health Risk Behaviors,5,19.44,19.9,16.0,21.3
HI,Hawaii,BPHIGH,High blood pressure among adults,Health Outcomes,5,26.82,27.0,24.8,29.0
HI,Hawaii,BPMED,Taking medicine to control high blood pressure among adults with high blood pressure,Prevention,5,52.44,51.9,49.5,56.9
HI,Hawaii,CANCER,Cancer (non-skin) or melanoma among adults,Health Outcomes,5,5.44,5.6,4.8,5.9
HI,Hawaii,CASTHMA,Current asthma among adults,Health Outcomes,5,10.12,10.4,8.6,11.4
HI,Hawaii,CHD,Coronary heart disease among adults,Health Outcomes,5,5.32,5.0,4.6,6.6
HI,Hawaii,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Prevention,5,69.84,71.2,60.2,76.2
HI,Hawaii,CHOLSCREEN,Cholesterol screening among adults,Prevention,5,76.94,78.9,67.4,80.7
