stateabbr,statedesc,measureid,measure,category,county_count,mean_prevalence,median_prevalence,min_prevalence,max_prevalence
MS,Mississippi,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Prevention,82,13.22,13.15,8.4,20.0
MS,Mississippi,ARTHRITIS,Arthritis among adults,Health Outcomes,82,27.55,27.6,23.0,31.1
MS,Mississippi,BINGE,Binge drinking among adults,Health Risk Behaviors,82,14.06,14.25,10.6,17.1
MS,Mississippi,BPHIGH,High blood pressure among adults,Health Outcomes,82,43.45,42.95,35.9,53.1
MS,Mississippi,BPMED,Taking medicine to control high blood pressure among adults with high blood pressure,Prevention,82,65.52,65.5,61.1,69.9
MS,Mississippi,CANCER,Cancer (non-skin) or melanoma among adults,Health Outcomes,82,6.27,6.3,4.9,7.4
MS,Mississippi,CASTHMA,Current asthma among adults,Health Outcomes,82,10.33,10.35,9.2,11.8
MS,Mississippi,CHD,Coronary heart disease among adults,Health Outcomes,82,6.78,6.75,4.9,8.3
MS,Mississippi,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Prevention,82,80.02,79.8,77.0,83.4
MS,Mississippi,CHOLSCREEN,Cholesterol screening among adults,Prevention,82,84.01,83.9,81.1,87.8
MS,Mississippi,COGNITION,Cognitive disability among adults,Disability,82,19.53,19.65,13.9,23.3
MS,Mississippi,COLON_SCREEN,Colorectal cancer screening among adults aged 45–75 years,Prevention,82,54.87,55.0,49.6,62.7
MS,Mississippi,COPD,Chronic obstructive pulmonary disease among adults,Health Outcomes,82,8.43,8.5,5.1,11.1
MS,Mississippi,CSMOKING,Current cigarette smoking among adults,Health Risk Behaviors,82,19.41,19.7,11.9,24.1
MS,Mississippi,DENTAL,Visited dentist or dental clinic in the past year among adults,Prevention,82,7.93,7.75,4.9,12.9
MS,Mississippi,DEPRESSION,Depression among adults,Health Outcomes,82,20.1,20.1,17.1,23.5
MS,Mississippi,DIABETES,Diagnosed diabetes among adults,Health Outcomes,82,14.76,14.4,10.7,21.0
MS,Mississippi,DISABILITY,Any disability among adults,Disability,82,39.0,39.2,29.4,46.3
MS,Mississippi,EMOTIONSPT,Lack of social and emotional support among adults,Health-Related Social Needs,82,30.89,30.8,25.3,37.8
MS,Mississippi,FOODINSECU,Food insecurity in the past 12 months among adults,Health-Related Social Needs,82,27.0,26.65,14.6,43.6
MS,Mississippi,FOODSTAMP,Received food stamps in the past 12 months among adults,Health-Related Social Needs,82,17.72,17.05,7.3,34.8
MS,Mississippi,GHLTH,Fair or poor self-rated health status among adults,Health Status,82,26.14,26.0,16.9,36.0
MS,Mississippi,HEARING,Hearing disability among adults,Disability,82,7.41,7.5,5.7,8.5
MS,Mississippi,HIGHCHOL,High cholesterol among adults who have ever been screened,Health Outcomes,82,34.29,34.3,31.5,36.5
MS,Mississippi,HOUSINSECU,Housing insecurity in the past 12 months among adults,Health-Related Social Needs,82,20.59,20.15,12.0,32.5
MS,Mississippi,INDEPLIVE,Independent living disability among adults,Disability,82,11.42,11.35,7.2,16.1
MS,Mississippi,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Health-Related Social Needs,82,14.28,14.0,8.3,23.0
MS,Mississippi,LONELINESS,Loneliness among adults,Health-Related Social Needs,82,37.91,37.95,33.7,43.8
MS,Mississippi,LPA,No leisure-time physical activity among adults,Health Risk Behaviors,82,35.84,35.65,25.6,46.2
MS,Mississippi,MAMMOUSE,Mammography use among women aged 50-74 years,Prevention,82,72.6,72.5,67.0,77.4
MS,Mississippi,MHLTH,Frequent mental distress among adults,Health Status,82,18.94,19.1,15.4,20.8
MS,Mississippi,MOBILITY,Mobility disability among adults,Disability,82,18.51,18.2,12.1,25.4
MS,Mississippi,OBESITY,Obesity among adults,Health Outcomes,82,42.84,42.6,36.0,53.0
MS,Mississippi,PHLTH,Frequent physical distress among adults,Health Status,82,15.12,15.25,10.8,18.1
MS,Mississippi,SELFCARE,Self-care disability among adults,Disability,82,5.7,5.6,3.3,9.3
MS,Mississippi,SHUTUTILITY,Utility services shut-off threat in the past 12 months among adults,Health-Related Social Needs,82,14.21,13.55,7.6,24.8
MS,Mississippi,SLEEP,Short sleep duration among adults,Health Risk Behaviors,82,40.01,39.9,32.2,47.0
MS,Mississippi,STROKE,Stroke among adults,Health Outcomes,82,4.36,4.3,2.9,6.2
MS,Mississippi,TEETHLOST,All teeth lost among adults aged >=65 years,Health Outcomes,82,22.59,22.7,8.4,39.0
MS,Mississippi,VISION,Vision disability among adults,Disability,82,7.67,7.5,4.4,12.3
MT,Montana,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Prevention,56,10.54,10.1,8.2,14.6
MT,Montana,ARTHRITIS,Arthritis among adults,Health Outcomes,56,24.7,24.35,21.7,27.8
MT,Montana,BINGE,Binge drinking among adults,Health Risk Behaviors,56,22.2,22.5,18.3,24.1
MT,Montana,BPHIGH,High blood pressure among adults,Health Outcomes,56,29.45,29.2,25.2,35.4
MT,Montana,BPMED,Taking medicine to control high blood pressure among adults with high blood pressure,Prevention,56,52.41,52.4,50.2,55.3
MT,Montana,CANCER,Cancer (non-skin) or melanoma among adults,Health Outcomes,56,7.37,7.4,6.4,7.7
MT,Montana,CASTHMA,Current asthma among adults,Health Outcomes,56,11.54,11.3,10.4,14.6
MT,Montana,CHD,Coronary heart disease among adults,Health Outcomes,56,5.64,5.5,4.6,7.9
MT,Montana,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Prevention,56,68.42,68.3,65.5,72.8
MT,Montana,CHOLSCREEN,Cholesterol screening among adults,Prevention,56,79.05,79.3,75.6,81.9
MT,Montana,COGNITION,Cognitive disability among adults,Disability,56,16.15,15.9,12.5,22.2
MT,Montana,COLON_SCREEN,Colorectal cancer screening among adults aged 45–75 years,Prevention,56,54.88,54.95,47.9,60.9
MT,Montana,COPD,Chronic obstructive pulmonary disease among adults,Health Outcomes,56,6.64,6.4,4.8,10.1
MT,Montana,CSMOKING,Current cigarette smoking among adults,Health Risk Behaviors,56,15.96,15.1,10.4,26.9
MT,Montana,DENTAL,Visited dentist or dental clinic in the past year among adults,Prevention,56,60.13,61.2,42.2,70.8
MT,Montana,DEPRESSION,Depression among adults,Health Outcomes,56,25.51,25.5,22.4,28.2
MT,Montana,DIABETES,Diagnosed diabetes among adults,Health Outcomes,56,8.98,8.5,7.2,14.5
MT,Montana,DISABILITY,Any disability among adults,Disability,56,30.77,30.0,24.2,42.2
MT,Montana,EMOTIONSPT,Lack of social and emotional support among adults,Health-Related Social Needs,56,22.85,22.4,18.9,28.3
MT,Montana,FOODINSECU,Food insecurity in the past 12 months among adults,Health-Related Social Needs,56,14.44,12.9,8.6,32.4
MT,Montana,FOODSTAMP,Received food stamps in the past 12 months among adults,Health-Related Social Needs,56,10.66,9.5,5.8,26.8
MT,Montana,GHLTH,Fair or poor self-rated health status among adults,Health Status,56,18.96,17.95,13.5,30.8
MT,Montana,HEARING,Hearing disability among adults,Disability,56,7.69,7.4,6.4,11.1
MT,Montana,HIGHCHOL,High cholesterol among adults who have ever been screened,Health Outcomes,56,27.67,27.5,26.0,29.5
MT,Montana,HOUSINSECU,Housing insecurity in the past 12 months among adults,Health-Related Social Needs,56,11.47,10.5,7.5,22.7
MT,Montana,INDEPLIVE,Independent living disability among adults,Disability,56,8.66,8.25,6.3,14.3
MT,Montana,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Health-Related Social Needs,56,9.08,8.1,6.2,20.0
MT,Montana,LONELINESS,Loneliness among adults,Health-Related Social Needs,56,31.99,31.55,29.0,37.8
MT,Montana,LPA,No leisure-time physical activity among adults,Health Risk Behaviors,56,22.14,21.9,14.5,32.0
MT,Montana,MAMMOUSE,Mammography use among women aged 50-74 years,Prevention,56,71.92,72.3,65.7,78.9
MT,Montana,MHLTH,Frequent mental distress among adults,Health Status,56,19.25,19.05,16.3,23.7
MT,Montana,MOBILITY,Mobility disability among adults,Disability,56,12.06,11.5,8.5,20.4
MT,Montana,OBESITY,Obesity among adults,Health Outcomes,56,33.48,32.95,24.0,41.6
MT,Montana,PHLTH,Frequent physical distress among adults,Health Status,56,14.01,13.5,11.2,20.2
MT,Montana,SELFCARE,Self-care disability among adults,Disability,56,3.58,3.4,2.6,6.4
MT,Montana,SHUTUTILITY,Utility services shut-off threat in the past 12 months among adults,Health-Related Social Needs,56,8.34,7.55,5.5,18.1
MT,Montana,SLEEP,Short sleep duration among adults,Health Risk Behaviors,56,33.38,33.1,27.9,42.5
MT,Montana,STROKE,Stroke among adults,Health Outcomes,56,3.12,3.0,2.5,5.0
MT,Montana,TEETHLOST,All teeth lost among adults aged >=65 years,Health Outcomes,56,14.77,12.7,7.3,27.5
MT,Montana,VISION,Vision disability among adults,Disability,56,4.83,4.4,3.4,10.0
NC,North Carolina,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Prevention,100,11.74,11.7,7.9,17.2
NC,North Carolina,ARTHRITIS,Arthritis among adults,Health Outcomes,100,25.04,25.15,20.6,29.4
NC,North Carolina,BINGE,Binge drinking among adults,Health Risk Behaviors,100,15.93,16.05,12.2,19.1
NC,North Carolina,BPHIGH,High blood pressure among adults,Health Outcomes,100,35.27,34.2,29.7,42.9
NC,North Carolina,BPMED,Taking medicine to control high blood pressure among adults with high blood pressure,Prevention,100,59.26,58.85,56.5,63.4
NC,North Carolina,CANCER,Cancer (non-skin) or melanoma among adults,Health Outcomes,100,6.77,6.8,5.6,7.6
NC,North Carolina,CASTHMA,Current asthma among adults,Health Outcomes,100,11.19,11.05,10.0,13.3
NC,North Carolina,CHD,Coronary heart disease among adults,Health Outcomes,100,6.03,6.1,4.5,8.1
NC,North Carolina,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Prevention,100,78.1,78.05,76.4,80.5
NC,North Carolina,CHOLSCREEN,Cholesterol screening among adults,Prevention,100,85.15,85.0,82.5,88.7
NC,North Carolina,COGNITION,Cognitive disability among adults,Disability,100,16.9,17.05,12.0,21.8
NC,North Carolina,COLON_SCREEN,Colorectal cancer screening among adults aged 45–75 years,Prevention,100,59.8,59.7,54.4,66.1
NC,North Carolina,COPD,Chronic obstructive pulmonary disease among adults,Health Outcomes,100,7.13,7.3,4.4,10.3
NC,North Carolina,CSMOKING,Current cigarette smoking among adults,Health Risk Behaviors,100,16.0,16.2,9.5,23.1
NC,North Carolina,DENTAL,Visited dentist or dental clinic in the past year among adults,Prevention,100,59.74,60.3,48.8,71.3
NC,North Carolina,DEPRESSION,Depression among adults,Health Outcomes,100,25.76,25.8,22.4,28.5
NC,North Carolina,DIABETES,Diagnosed diabetes among adults,Health Outcomes,100,11.23,10.75,8.1,16.4
NC,North Carolina,DISABILITY,Any disability among adults,Disability,100,33.35,33.25,23.9,41.2
NC,North Carolina,EMOTIONSPT,Lack of social and emotional support among adults,Health-Related Social Needs,100,23.83,23.5,19.4,29.9
NC,North Carolina,FOODINSECU,Food insecurity in the past 12 months among adults,Health-Related Social Needs,100,18.15,17.1,9.6,31.2
NC,North Carolina,FOODSTAMP,Received food stamps in the past 12 months among adults,Health-Related Social Needs,100,15.52,14.1,7.0,30.9
NC,North Carolina,GHLTH,Fair or poor self-rated health status among adults,Health Status,100,20.36,19.65,13.5,30.6
NC,North Carolina,HEARING,Hearing disability among adults,Disability,100,6.95,6.95,5.4,9.5
NC,North Carolina,HIGHCHOL,High cholesterol among adults who have ever been screened,Health Outcomes,100,31.75,31.8,29.9,33.8
NC,North Carolina,HOUSINSECU,Housing insecurity in the past 12 months among adults,Health-Related Social Needs,100,14.58,13.9,8.5,23.5
NC,North Carolina,INDEPLIVE,Independent living disability among adults,Disability,100,9.18,9.05,5.8,13.9
NC,North Carolina,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Health-Related Social Needs,100,9.9,9.3,5.9,17.6
NC,North Carolina,LONELINESS,Loneliness among adults,Health-Related Social Needs,100,33.99,34.05,30.1,37.7
NC,North Carolina,LPA,No leisure-time physical activity among adults,Health Risk Behaviors,100,25.33,24.9,17.9,34.9
NC,North Carolina,MAMMOUSE,Mammography use among women aged 50-74 years,Prevention,100,77.33,77.4,72.7,82.6
NC,North Carolina,MHLTH,Frequent mental distress among adults,Health Status,100,18.51,18.8,14.9,20.9
NC,North Carolina,MOBILITY,Mobility disability among adults,Disability,100,14.01,13.7,9.4,20.7
NC,North Carolina,OBESITY,Obesity among adults,Health Outcomes,100,37.5,37.15,28.9,48.1
NC,North Carolina,PHLTH,Frequent physical distress among adults,Health Status,100,13.14,13.2,9.2,17.3
NC,North Carolina,SELFCARE,Self-care disability among adults,Disability,100,4.2,3.95,2.6,6.9
NC,North Carolina,SHUTUTILITY,Utility services shut-off threat in the past 12 months among adults,Health-Related Social Needs,100,9.98,9.2,5.5,17.4
NC,North Carolina,SLEEP,Short sleep duration among adults,Health Risk Behaviors,100,35.61,35.45,27.7,43.8
NC,North Carolina,STROKE,Stroke among adults,Health Outcomes,100,3.47,3.35,2.5,5.2
NC,North Carolina,TEETHLOST,All teeth lost among adults aged >=65 years,Health Outcomes,100,17.67,17.55,7.2,33.2
NC,North Carolina,VISION,Vision disability among adults,Disability,100,5.71,5.35,3.5,10.5
ND,North Dakota,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Prevention,53,8.2,8.0,6.2,13.9
ND,North Dakota,ARTHRITIS,Arthritis among adults,Health Outcomes,53,23.87,23.7,22.4,30.1
ND,North Dakota,BINGE,Binge drinking among adults,Health Risk Behaviors,53,22.45,22.7,17.3,24.2
ND,North Dakota,BPHIGH,High blood pressure among adults,Health Outcomes,53,30.89,30.3,27.6,41.8
ND,North Dakota,BPMED,Taking medicine to control high blood pressure among adults with high blood pressure,Prevention,53,58.36,58.1,57.1,62.7
ND,North Dakota,CANCER,Cancer (non-skin) or melanoma among adults,Health Outcomes,53,7.23,7.3,6.1,7.5
ND,North Dakota,CASTHMA,Current asthma among adults,Health Outcomes,53,10.43,10.2,9.6,14.5
ND,North Dakota,CHD,Coronary heart disease among adults,Health Outcomes,53,5.73,5.6,4.9,10.1
ND,North Dakota,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Prevention,53,72.42,72.4,70.9,75.2
ND,North Dakota,CHOLSCREEN,Cholesterol screening among adults,Prevention,53,81.09,81.3,74.8,83.7
ND,North Dakota,COGNITION,Cognitive disability among adults,Disability,53,13.91,13.5,11.6,23.3
ND,North Dakota,COLON_SCREEN,Colorectal cancer screening among adults aged 45–75 years,Prevention,53,57.81,58.3,45.4,63.4
ND,North Dakota,COPD,Chronic obstructive pulmonary disease among adults,Health Outcomes,53,6.04,5.8,4.7,12.1
ND,North Dakota,CSMOKING,Current cigarette smoking among adults,Health Risk Behaviors,53,15.7,15.0,12.0,33.6
ND,North Dakota,DENTAL,Visited dentist or dental clinic in the past year among adults,Prevention,53,61.57,62.6,36.8,69.6
ND,North Dakota,DEPRESSION,Depression among adults,Health Outcomes,53,21.51,21.5,19.8,23.7
ND,North Dakota,DIABETES,Diagnosed diabetes among adults,Health Outcomes,53,9.56,9.0,8.1,20.1
ND,North Dakota,DISABILITY,Any disability among adults,Disability,53,28.58,27.8,23.1,47.7
ND,North Dakota,EMOTIONSPT,Lack of social and emotional support among adults,Health-Related Social Needs,53,22.16,21.7,19.4,30.1
ND,North Dakota,FOODINSECU,Food insecurity in the past 12 months among adults,Health-Related Social Needs,53,12.99,11.7,8.9,42.6
ND,North Dakota,FOODSTAMP,Received food stamps in the past 12 months among adults,Health-Related Social Needs,53,8.51,7.3,5.5,35.2
ND,North Dakota,GHLTH,Fair or poor self-rated health status among adults,Health Status,53,17.43,16.6,13.7,37.0
ND,North Dakota,HEARING,Hearing disability among adults,Disability,53,7.51,7.2,6.4,13.5
ND,North Dakota,HIGHCHOL,High cholesterol among adults who have ever been screened,Health Outcomes,53,30.3,30.3,28.8,31.9
ND,North Dakota,HOUSINSECU,Housing insecurity in the past 12 months among adults,Health-Related Social Needs,53,10.73,9.8,8.0,29.2
ND,North Dakota,INDEPLIVE,Independent living disability among adults,Disability,53,7.72,7.3,6.1,17.0
ND,North Dakota,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Health-Related Social Needs,53,7.6,6.8,5.7,24.0
ND,North Dakota,LONELINESS,Loneliness among adults,Health-Related Social Needs,53,30.17,30.0,27.9,34.5
ND,North Dakota,LPA,No leisure-time physical activity among adults,Health Risk Behaviors,53,23.85,23.1,17.7,39.7
ND,North Dakota,MAMMOUSE,Mammography use among women aged 50-74 years,Prevention,53,75.4,75.6,62.6,81.8
ND,North Dakota,MHLTH,Frequent mental distress among adults,Health Status,53,15.63,15.4,13.5,22.0
ND,North Dakota,MOBILITY,Mobility disability among adults,Disability,53,11.31,10.8,9.0,24.4
ND,North Dakota,OBESITY,Obesity among adults,Health Outcomes,53,39.03,38.5,34.6,50.2
ND,North Dakota,PHLTH,Frequent physical distress among adults,Health Status,53,12.09,11.7,10.0,21.4
ND,North Dakota,SELFCARE,Self-care disability among adults,Disability,53,3.36,3.2,2.6,8.4
ND,North Dakota,SHUTUTILITY,Utility services shut-off threat in the past 12 months among adults,Health-Related Social Needs,53,7.1,6.4,5.3,23.2
ND,North Dakota,SLEEP,Short sleep duration among adults,Health Risk Behaviors,53,34.21,33.6,30.9,45.3
ND,North Dakota,STROKE,Stroke among adults,Health Outcomes,53,2.97,2.9,2.5,6.1
ND,North Dakota,TEETHLOST,All teeth lost among adults aged >=65 years,Health Outcomes,53,12.38,11.7,6.5,29.3
ND,North Dakota,VISION,Vision disability among adults,Disability,53,4.5,4.1,3.5,13.5
NE,Nebraska,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Prevention,93,10.01,9.5,7.4,20.7
NE,Nebraska,ARTHRITIS,Arthritis among adults,Health Outcomes,93,21.98,22.0,19.6,24.1
NE,Nebraska,BINGE,Binge drinking among adults,Health Risk Behaviors,93,22.07,22.2,18.7,24.3
NE,Nebraska,BPHIGH,High blood pressure among adults,Health Outcomes,93,30.32,30.2,27.6,35.5
NE,Nebraska,BPMED,Taking medicine to control high blood pressure among adults with high blood pressure,Prevention,93,58.94,58.9,57.7,61.4
NE,Nebraska,CANCER,Cancer (non-skin) or melanoma among adults,Health Outcomes,93,7.23,7.3,6.0,7.6
NE,Nebraska,CASTHMA,Current asthma among adults,Health Outcomes,93,9.35,9.3,8.4,11.3
NE,Nebraska,CHD,Coronary heart disease among adults,Health Outcomes,93,5.48,5.5,4.5,6.6
NE,Nebraska,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Prevention,93,72.92,72.9,70.6,76.1
NE,Nebraska,CHOLSCREEN,Cholesterol screening among adults,Prevention,93,81.22,81.1,79.2,84.3
NE,Nebraska,COGNITION,Cognitive disability among adults,Disability,93,13.08,13.1,10.7,16.1
NE,Nebraska,COLON_SCREEN,Colorectal cancer screening among adults aged 45–75 years,Prevention,93,55.22,55.4,49.9,60.4
NE,Nebraska,COPD,Chronic obstructive pulmonary disease among adults,Health Outcomes,93,5.91,5.9,4.4,7.6
NE,Nebraska,CSMOKING,Current cigarette smoking among adults,Health Risk Behaviors,93,14.92,14.9,11.0,21.9
NE,Nebraska,DENTAL,Visited dentist or dental clinic in the past year among adults,Prevention,93,61.97,61.8,51.8,69.6
NE,Nebraska,DEPRESSION,Depression among adults,Health Outcomes,93,18.37,18.4,14.3,20.6
NE,Nebraska,DIABETES,Diagnosed diabetes among adults,Health Outcomes,93,9.61,9.6,8.3,13.1
NE,Nebraska,DISABILITY,Any disability among adults,Disability,93,27.38,27.6,23.3,35.6
NE,Nebraska,EMOTIONSPT,Lack of social and emotional support among adults,Health-Related Social Needs,93,21.15,20.9,18.2,27.0
NE,Nebraska,FOODINSECU,Food insecurity in the past 12 months among adults,Health-Related Social Needs,93,13.15,12.8,9.5,23.8
NE,Nebraska,FOODSTAMP,Received food stamps in the past 12 months among adults,Health-Related Social Needs,93,9.47,9.4,6.0,17.7
NE,Nebraska,GHLTH,Fair or poor self-rated health status among adults,Health Status,93,16.08,16.0,13.0,22.7
NE,Nebraska,HEARING,Hearing disability among adults,Disability,93,6.96,7.0,5.8,9.1
NE,Nebraska,HIGHCHOL,High cholesterol among adults who have ever been screened,Health Outcomes,93,28.7,28.7,26.9,30.6
NE,Nebraska,HOUSINSECU,Housing insecurity in the past 12 months among adults,Health-Related Social Needs,93,10.3,10.1,7.8,16.9
NE,Nebraska,INDEPLIVE,Independent living disability among adults,Disability,93,7.24,7.2,5.7,10.1
NE,Nebraska,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Health-Related Social Needs,93,7.18,7.1,5.5,13.0
NE,Nebraska,LONELINESS,Loneliness among adults,Health-Related Social Needs,93,30.54,30.5,28.4,33.5
NE,Nebraska,LPA,No leisure-time physical activity among adults,Health Risk Behaviors,93,26.31,26.3,20.5,32.7
NE,Nebraska,MAMMOUSE,Mammography use among women aged 50-74 years,Prevention,93,73.04,73.0,67.2,78.8
NE,Nebraska,MHLTH,Frequent mental distress among adults,Health Status,93,15.32,15.3,13.6,17.8
NE,Nebraska,MOBILITY,Mobility disability among adults,Disability,93,11.18,11.3,9.1,15.1
NE,Nebraska,OBESITY,Obesity among adults,Health Outcomes,93,39.78,39.8,33.4,46.3
NE,Nebraska,PHLTH,Frequent physical distress among adults,Health Status,93,11.72,11.7,9.8,14.6
NE,Nebraska,SELFCARE,Self-care disability among adults,Disability,93,3.14,3.1,2.4,4.3
NE,Nebraska,SHUTUTILITY,Utility services shut-off threat in the past 12 months among adults,Health-Related Social Needs,93,7.11,7.0,5.4,12.9
NE,Nebraska,SLEEP,Short sleep duration among adults,Health Risk Behaviors,93,32.27,32.3,27.6,37.2
NE,Nebraska,STROKE,Stroke among adults,Health Outcomes,93,2.85,2.8,2.4,3.8
NE,Nebraska,TEETHLOST,All teeth lost among adults aged >=65 years,Health Outcomes,93,12.15,11.9,4.7,19.3
NE,Nebraska,VISION,Vision disability among adults,Disability,93,4.29,4.3,3.3,6.9
NH,New Hampshire,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Prevention,10,7.45,7.15,6.3,9.4
NH,New Hampshire,ARTHRITIS,Arthritis among adults,Health Outcomes,10,23.47,23.55,21.3,25.2
NH,New Hampshire,BINGE,Binge drinking among adults,Health Risk Behaviors,10,17.89,17.8,16.9,19.1
NH,New Hampshire,BPHIGH,High blood pressure among adults,Health Outcomes,10,28.09,28.05,25.2,29.9
NH,New Hampshire,BPMED,Taking medicine to control high blood pressure among adults with high blood pressure,Prevention,10,54.85,54.6,53.3,56.9
NH,New Hampshire,CANCER,Cancer (non-skin) or melanoma among adults,Health Outcomes,10,7.73,7.7,7.5,8.0
NH,New Hampshire,CASTHMA,Current asthma among adults,Health Outcomes,10,10.69,10.65,10.1,11.6
NH,New Hampshire,CHD,Coronary heart disease among adults,Health Outcomes,10,4.87,4.8,4.3,5.7
NH,New Hampshire,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Prevention,10,74.0,73.7,71.2,76.9
NH,New Hampshire,CHOLSCREEN,Cholesterol screening among adults,Prevention,10,85.45,85.5,83.2,87.3
NH,New Hampshire,COGNITION,Cognitive disability among adults,Disability,10,13.28,12.9,11.4,16.0
NH,New Hampshire,COLON_SCREEN,Colorectal cancer screening among adults aged 45–75 years,Prevention,10,61.49,61.0,58.0,65.6
NH,New Hampshire,COPD,Chronic obstructive pulmonary disease among adults,Health Outcomes,10,5.55,5.4,4.6,7.1
NH,New Hampshire,CSMOKING,Current cigarette smoking among adults,Health Risk Behaviors,10,11.91,11.35,9.9,15.6
NH,New Hampshire,DENTAL,Visited dentist or dental clinic in the past year among adults,Prevention,10,65.73,65.2,59.8,70.0
NH,New Hampshire,DEPRESSION,Depression among adults,Health Outcomes,10,24.55,24.75,22.1,26.6
NH,New Hampshire,DIABETES,Diagnosed diabetes among adults,Health Outcomes,10,7.77,7.6,7.0,9.4
NH,New Hampshire,DISABILITY,Any disability among adults,Disability,10,25.28,25.1,22.0,30.9
NH,New Hampshire,EMOTIONSPT,Lack of social and emotional support among adults,Health-Related Social Needs,10,22.43,22.4,20.4,24.6
NH,New Hampshire,FOODINSECU,Food insecurity in the past 12 months among adults,Health-Related Social Needs,10,10.68,10.3,8.8,14.4
NH,New Hampshire,FOODSTAMP,Received food stamps in the past 12 months among adults,Health-Related Social Needs,10,7.73,7.45,5.5,11.3
NH,New Hampshire,GHLTH,Fair or poor self-rated health status among adults,Health Status,10,14.14,13.9,11.7,18.1
NH,New Hampshire,HEARING,Hearing disability among adults,Disability,10,6.19,6.1,5.6,7.2
NH,New Hampshire,HIGHCHOL,High cholesterol among adults who have ever been screened,Health Outcomes,10,29.39,29.4,27.3,31.5
NH,New Hampshire,HOUSINSECU,Housing insecurity in the past 12 months among adults,Health-Related Social Needs,10,9.4,9.25,7.8,11.6
NH,New Hampshire,INDEPLIVE,Independent living disability among adults,Disability,10,6.77,6.55,5.6,8.5
NH,New Hampshire,LACKTRPT,Lack of reliable transportation in the past 12 months among adults,Health-Related Social Needs,10,6.44,6.25,5.3,8.3
NH,New Hampshire,LONELINESS,Loneliness among adults,Health-Related Social Needs,10,32.02,31.65,29.5,34.4
NH,New Hampshire,LPA,No leisure-time physical activity among adults,Health Risk Behaviors,10,20.01,19.0,17.4,25.6
NH,New Hampshire,MAMMOUSE,Mammography use among women aged 50-74 years,Prevention,10,77.26,77.45,72.3,80.8
NH,New Hampshire,MHLTH,Frequent mental distress among adults,Health Status,10,17.04,17.0,15.8,18.5
NH,New Hampshire,MOBILITY,Mobility disability among adults,Disability,10,9.76,9.6,8.1,12.1
NH,New Hampshire,OBESITY,Obesity among adults,Health Outcomes,10,31.66,31.75,26.5,36.1
NH,New Hampshire,PHLTH,Frequent physical distress among adults,Health Status,10,11.2,10.9,10.1,13.0
NH,New Hampshire,SELFCARE,Self-care disability among adults,Disability,10,2.74,2.65,2.2,3.5
NH,New Hampshire,SHUTUTILITY,Utility services shut-off threat in the past 12 months among adults,Health-Related Social Needs,10,6.33,6.15,5.3,7.9
NH,New Hampshire,SLEEP,Short sleep duration among adults,Health Risk Behaviors,10,34.03,34.45,32.0,35.5
NH,New Hampshire,STROKE,Stroke among adults,Health Outcomes,10,2.59,2.5,2.3,3.1
NH,New Hampshire,TEETHLOST,All teeth lost among adults aged >=65 years,Health Outcomes,10,9.86,9.85,7.6,14.3
NH,New Hampshire,VISION,Vision disability among adults,Disability,10,3.66,3.55,3.0,4.7
NJ,New Jersey,ACCESS2,Current lack of health insurance among adults aged 18-64 years,Prevention,21,11.49,10.4,7.3,18.9
NJ,New Jersey,ARTHRITIS,Arthritis among adults,Health Outcomes,21,19.6,19.4,16.8,23.0
NJ,New Jersey,BINGE,Binge drinking among adults,Health Risk Behaviors,21,17.26,17.4,14.7,19.9
NJ,New Jersey,BPHIGH,High blood pressure among adults,Health Outcomes,21,29.53,29.2,25.6,36.0
NJ,New Jersey,BPMED,Taking medicine to control high blood pressure among adults with high blood pressure,Prevention,21,57.85,57.8,55.2,62.0
NJ,New Jersey,CANCER,Cancer (non-skin) or melanoma among adults,Health Outcomes,21,6.38,6.2,5.1,7.3
NJ,New Jersey,CASTHMA,Current asthma among adults,Health Outcomes,21,9.11,9.3,7.9,10.1
NJ,New Jersey,CHD,Coronary heart disease among adults,Health Outcomes,21,4.73,4.7,4.0,6.1
NJ,New Jersey,CHECKUP,Visits to doctor for routine checkup within the past year among adults,Prevention,21,75.9,76.0,73.2,77.6
NJ,New Jersey,CHOLSCREEN,Cholesterol screening among adults,Prevention,21,87.49,87.5,84.7,89.1
NJ,New Jersey,COGNITION,Cognitive disability among adults,Disability,21,12.29,12.4,9.6,16.2
NJ,New Jersey,COLON_SCREEN,Colorectal cancer screening among adults aged 45–75 years,Prevention,21,59.14,59.6,51.7,64.2
